,vehicle_id,brand,model,category_id
852,853,Lotus,Elise,1
853,854,Lotus,Elite,1
854,855,Lotus,Esprit,1
855,856,Lotus,Europa,1
856,857,Lotus,Evora,1
857,858,Lotus,Excel,1
858,859,Lotus,Exige,1
859,860,Lotus,Super Seven,1
860,861,Mahindra,None,1
861,862,Maserati,222,1
862,863,Maserati,224,1
863,864,Maserati,228,1
864,865,Maserati,3200,1
865,866,Maserati,418,1
866,867,Maserati,420,1
867,868,Maserati,4200,1
868,869,Maserati,422,1
869,870,Maserati,424,1
870,871,Maserati,430,1
871,872,Maserati,Biturbo,1
872,873,Maserati,Ghibli,1
873,874,Maserati,GranCabrio,1
874,875,Maserati,Gransport,1
875,876,Maserati,Granturismo,1
876,877,Maserati,Indy,1
877,878,Maserati,Karif,1
878,879,Maserati,MC12,1
879,880,Maserati,Merak,1
880,881,Maserati,Quattroporte,1
881,882,Maserati,Shamal,1
882,883,Maserati,Spyder,1
883,884,Maybach,57,1
884,885,Maybach,62,1
885,886,Mazda,121,1
886,887,Mazda,2,1
887,888,Mazda,3,1
888,889,Mazda,323,1
889,890,Mazda,5,1
890,891,Mazda,6,1
891,892,Mazda,626,1
892,893,Mazda,929,1
893,894,Mazda,B series,1
894,895,Mazda,Bongo,1
895,896,Mazda,BT-50,1
896,897,Mazda,CX-3,1
897,898,Mazda,CX-5,1
898,899,Mazda,CX-7,1
899,900,Mazda,CX-9,1
900,901,Mazda,Demio,1
901,902,Mazda,E series,1
902,903,Mazda,Millenia,1
903,904,Mazda,MPV,1
904,905,Mazda,MX-3,1
905,906,Mazda,MX-5,1
906,907,Mazda,MX-6,1
907,908,Mazda,Premacy,1
908,909,Mazda,Protege,1
909,910,Mazda,RX-6,1
910,911,Mazda,RX-7,1
911,912,Mazda,RX-8,1
912,913,Mazda,Tribute,1
913,914,Mazda,Xedos,1
914,915,McLaren,650S CoupГѓЖ’Г‚В©,1
915,916,McLaren,650S Spider,1
916,917,McLaren,MP4-12C,1
917,918,Mercedes-Benz,190,1
918,919,Mercedes-Benz,200,1
919,920,Mercedes-Benz,220,1
920,921,Mercedes-Benz,230,1
921,922,Mercedes-Benz,240,1
922,923,Mercedes-Benz,250,1
923,924,Mercedes-Benz,260,1
924,925,Mercedes-Benz,270,1
925,926,Mercedes-Benz,280,1
926,927,Mercedes-Benz,290,1
927,928,Mercedes-Benz,300,1
928,929,Mercedes-Benz,320,1
929,930,Mercedes-Benz,350,1
930,931,Mercedes-Benz,380,1
931,932,Mercedes-Benz,400,1
932,933,Mercedes-Benz,416,1
933,934,Mercedes-Benz,420,1
934,935,Mercedes-Benz,450,1
935,936,Mercedes-Benz,500,1
936,937,Mercedes-Benz,560,1
937,938,Mercedes-Benz,600,1
938,939,Mercedes-Benz,A-Klasse A 140,1
939,940,Mercedes-Benz,A-Klasse A 150,1
940,941,Mercedes-Benz,A-Klasse A 160,1
941,942,Mercedes-Benz,A-Klasse A 170,1
942,943,Mercedes-Benz,A-Klasse A 180,1
943,944,Mercedes-Benz,A-Klasse A 190,1
944,945,Mercedes-Benz,A-Klasse A 200,1
945,946,Mercedes-Benz,A-Klasse A 210,1
946,947,Mercedes-Benz,A-Klasse A 220,1
947,948,Mercedes-Benz,A-Klasse A 250,1
948,949,Mercedes-Benz,A-Klasse A 45 AMG,1
949,950,Mercedes-Benz,AMG GT,1
950,951,Mercedes-Benz,AMG GT S,1
951,952,Mercedes-Benz,B-Klasse B 150,1
952,953,Mercedes-Benz,B-Klasse B 160,1
953,954,Mercedes-Benz,B-Klasse B 170,1
954,955,Mercedes-Benz,B-Klasse B 180,1
955,956,Mercedes-Benz,B-Klasse B 200,1
956,957,Mercedes-Benz,B-Klasse B 220,1
957,958,Mercedes-Benz,B-Klasse B 250,1
958,959,Mercedes-Benz,B-Klasse B Electric Drive,1
959,960,Mercedes-Benz,C-Klasse C 160,1
960,961,Mercedes-Benz,C-Klasse C 180,1
961,962,Mercedes-Benz,C-Klasse C 200,1
962,963,Mercedes-Benz,C-Klasse C 220,1
963,964,Mercedes-Benz,C-Klasse C 230,1
964,965,Mercedes-Benz,C-Klasse C 240,1
965,966,Mercedes-Benz,C-Klasse C 250,1
966,967,Mercedes-Benz,C-Klasse C 270,1
967,968,Mercedes-Benz,C-Klasse C 280,1
968,969,Mercedes-Benz,C-Klasse C 30 AMG,1
969,970,Mercedes-Benz,C-Klasse C 300,1
970,971,Mercedes-Benz,C-Klasse C 32 AMG,1
971,972,Mercedes-Benz,C-Klasse C 320,1
972,973,Mercedes-Benz,C-Klasse C 350,1
973,974,Mercedes-Benz,C-Klasse C 36 AMG,1
974,975,Mercedes-Benz,C-Klasse C 400,1
975,976,Mercedes-Benz,C-Klasse C 43 AMG,1
976,977,Mercedes-Benz,C-Klasse C 450 AMG,1
977,978,Mercedes-Benz,C-Klasse C 55 AMG,1
978,979,Mercedes-Benz,C-Klasse C 63 AMG,1
979,980,Mercedes-Benz,CE-Klasse CE 200,1
980,981,Mercedes-Benz,CE-Klasse CE 220,1
981,982,Mercedes-Benz,CE-Klasse CE 230,1
982,983,Mercedes-Benz,CE-Klasse CE 280,1
983,984,Mercedes-Benz,CE-Klasse CE 300,1
984,985,Mercedes-Benz,CE-Klasse CE 320,1
985,986,Mercedes-Benz,Citan,1
986,987,Mercedes-Benz,CL-Klasse CL 160,1
987,988,Mercedes-Benz,CL-Klasse CL 180,1
988,989,Mercedes-Benz,CL-Klasse CL 200,1
989,990,Mercedes-Benz,CL-Klasse CL 220,1
990,991,Mercedes-Benz,CL-Klasse CL 230,1
991,992,Mercedes-Benz,CL-Klasse CL 320,1
992,993,Mercedes-Benz,CL-Klasse CL 420,1
993,994,Mercedes-Benz,CL-Klasse CL 500,1
994,995,Mercedes-Benz,CL-Klasse CL 55 AMG,1
995,996,Mercedes-Benz,CL-Klasse CL 600,1
996,997,Mercedes-Benz,CL-Klasse CL 63 AMG,1
997,998,Mercedes-Benz,CL-Klasse CL 65 AMG,1
998,999,Mercedes-Benz,CLA-Klasse CLA 180,1
999,1000,Mercedes-Benz,CLA-Klasse CLA 200,1
1000,1001,Mercedes-Benz,CLA-Klasse CLA 220,1
1001,1002,Mercedes-Benz,CLA-Klasse CLA 250,1
1002,1003,Mercedes-Benz,CLA-Klasse CLA 45 AMG,1
1003,1004,Mercedes-Benz,CLA-Klasse CLA Shooting Brake,1
1004,1005,Mercedes-Benz,CLC-Klasse CLC 160,1
1005,1006,Mercedes-Benz,CLC-Klasse CLC 180,1
1006,1007,Mercedes-Benz,CLC-Klasse CLC 200,1
1007,1008,Mercedes-Benz,CLC-Klasse CLC 220,1
1008,1009,Mercedes-Benz,CLC-Klasse CLC 230,1
1009,1010,Mercedes-Benz,CLC-Klasse CLC 250,1
1010,1011,Mercedes-Benz,CLC-Klasse CLC 350,1
1011,1012,Mercedes-Benz,CLK-Klasse CLK 200,1
1012,1013,Mercedes-Benz,CLK-Klasse CLK 220,1
1013,1014,Mercedes-Benz,CLK-Klasse CLK 230,1
1014,1015,Mercedes-Benz,CLK-Klasse CLK 240,1
1015,1016,Mercedes-Benz,CLK-Klasse CLK 270,1
1016,1017,Mercedes-Benz,CLK-Klasse CLK 280,1
1017,1018,Mercedes-Benz,CLK-Klasse CLK 320,1
1018,1019,Mercedes-Benz,CLK-Klasse CLK 350,1
1019,1020,Mercedes-Benz,CLK-Klasse CLK 430,1
1020,1021,Mercedes-Benz,CLK-Klasse CLK 500,1
1021,1022,Mercedes-Benz,CLK-Klasse CLK 55 AMG,1
1022,1023,Mercedes-Benz,CLK-Klasse CLK 63 AMG,1
1023,1024,Mercedes-Benz,CLS-Klasse CLS 220,1
1024,1025,Mercedes-Benz,CLS-Klasse CLS 250,1
1025,1026,Mercedes-Benz,CLS-Klasse CLS 280,1
1026,1027,Mercedes-Benz,CLS-Klasse CLS 300,1
1027,1028,Mercedes-Benz,CLS-Klasse CLS 320,1
1028,1029,Mercedes-Benz,CLS-Klasse CLS 350,1
1029,1030,Mercedes-Benz,CLS-Klasse CLS 400,1
1030,1031,Mercedes-Benz,CLS-Klasse CLS 500,1
1031,1032,Mercedes-Benz,CLS-Klasse CLS 55 AMG,1
1032,1033,Mercedes-Benz,CLS-Klasse CLS 63 AMG,1
1033,1034,Mercedes-Benz,CLS-Klasse CLS Shooting Brake,1
1034,1035,Mercedes-Benz,E-Klasse E 200,1
1035,1036,Mercedes-Benz,E-Klasse E 220,1
1036,1037,Mercedes-Benz,E-Klasse E 230,1
1037,1038,Mercedes-Benz,E-Klasse E 240,1
1038,1039,Mercedes-Benz,E-Klasse E 250,1
1039,1040,Mercedes-Benz,E-Klasse E 260,1
1040,1041,Mercedes-Benz,E-Klasse E 270,1
1041,1042,Mercedes-Benz,E-Klasse E 280,1
1042,1043,Mercedes-Benz,E-Klasse E 290,1
1043,1044,Mercedes-Benz,E-Klasse E 300,1
1044,1045,Mercedes-Benz,E-Klasse E 320,1
1045,1046,Mercedes-Benz,E-Klasse E 350,1
1046,1047,Mercedes-Benz,E-Klasse E 36 AMG,1
1047,1048,Mercedes-Benz,E-Klasse E 400,1
1048,1049,Mercedes-Benz,E-Klasse E 420,1
1049,1050,Mercedes-Benz,E-Klasse E 430,1
1050,1051,Mercedes-Benz,E-Klasse E 50,1
1051,1052,Mercedes-Benz,E-Klasse E 500,1
1052,1053,Mercedes-Benz,E-Klasse E 55 AMG,1
1053,1054,Mercedes-Benz,E-Klasse E 60 AMG,1
1054,1055,Mercedes-Benz,E-Klasse E 63 AMG,1
1055,1056,Mercedes-Benz,G-Klasse G 230,1
1056,1057,Mercedes-Benz,G-Klasse G 240,1
1057,1058,Mercedes-Benz,G-Klasse G 250,1
1058,1059,Mercedes-Benz,G-Klasse G 270,1
1059,1060,Mercedes-Benz,G-Klasse G 280,1
1060,1061,Mercedes-Benz,G-Klasse G 290,1
1061,1062,Mercedes-Benz,G-Klasse G 300,1
1062,1063,Mercedes-Benz,G-Klasse G 320,1
1063,1064,Mercedes-Benz,G-Klasse G 350,1
1064,1065,Mercedes-Benz,G-Klasse G 400,1
1065,1066,Mercedes-Benz,G-Klasse G 500,1
1066,1067,Mercedes-Benz,G-Klasse G 55 AMG,1
1067,1068,Mercedes-Benz,G-Klasse G 63 AMG,1
1068,1069,Mercedes-Benz,G-Klasse G 65 AMG,1
1069,1070,Mercedes-Benz,GL-Klasse GL 320,1
1070,1071,Mercedes-Benz,GL-Klasse GL 350,1
1071,1072,Mercedes-Benz,GL-Klasse GL 400,1
1072,1073,Mercedes-Benz,GL-Klasse GL 420,1
1073,1074,Mercedes-Benz,GL-Klasse GL 450,1
1074,1075,Mercedes-Benz,GL-Klasse GL 500,1
1075,1076,Mercedes-Benz,GL-Klasse GL 55 AMG,1
1076,1077,Mercedes-Benz,GL-Klasse GL 63 AMG,1
1077,1078,Mercedes-Benz,GLA-Klasse GLA 180,1
1078,1079,Mercedes-Benz,GLA-Klasse GLA 200,1
1079,1080,Mercedes-Benz,GLA-Klasse GLA 220,1
1080,1081,Mercedes-Benz,GLA-Klasse GLA 250,1
1081,1082,Mercedes-Benz,GLA-Klasse GLA 45 AMG,1
1082,1083,Mercedes-Benz,GLE 450 AMG,1
1083,1084,Mercedes-Benz,GLK-Klasse GLK 200,1
1084,1085,Mercedes-Benz,GLK-Klasse GLK 220,1
1085,1086,Mercedes-Benz,GLK-Klasse GLK 250,1
1086,1087,Mercedes-Benz,GLK-Klasse GLK 280,1
1087,1088,Mercedes-Benz,GLK-Klasse GLK 300,1
1088,1089,Mercedes-Benz,GLK-Klasse GLK 320,1
1089,1090,Mercedes-Benz,GLK-Klasse GLK 350,1
1090,1091,Mercedes-Benz,MB 100,1
1091,1092,Mercedes-Benz,ML-Klasse ML 230,1
1092,1093,Mercedes-Benz,ML-Klasse ML 250,1
1093,1094,Mercedes-Benz,ML-Klasse ML 270,1
1094,1095,Mercedes-Benz,ML-Klasse ML 280,1
1095,1096,Mercedes-Benz,ML-Klasse ML 300,1
1096,1097,Mercedes-Benz,ML-Klasse ML 320,1
1097,1098,Mercedes-Benz,ML-Klasse ML 350,1
1098,1099,Mercedes-Benz,ML-Klasse ML 400,1
1099,1100,Mercedes-Benz,ML-Klasse ML 420,1
1100,1101,Mercedes-Benz,ML-Klasse ML 430,1
1101,1102,Mercedes-Benz,ML-Klasse ML 450,1
1102,1103,Mercedes-Benz,ML-Klasse ML 500,1
1103,1104,Mercedes-Benz,ML-Klasse ML 55 AMG,1
1104,1105,Mercedes-Benz,ML-Klasse ML 63 AMG,1
1105,1106,Mercedes-Benz,R-Klasse R 280,1
1106,1107,Mercedes-Benz,R-Klasse R 300,1
1107,1108,Mercedes-Benz,R-Klasse R 320,1
1108,1109,Mercedes-Benz,R-Klasse R 350,1
1109,1110,Mercedes-Benz,R-Klasse R 500,1
1110,1111,Mercedes-Benz,R-Klasse R 63 AMG,1
1111,1112,Mercedes-Benz,S-Klasse S 250,1
1112,1113,Mercedes-Benz,S-Klasse S 260,1
1113,1114,Mercedes-Benz,S-Klasse S 280,1
1114,1115,Mercedes-Benz,S-Klasse S 300,1
1115,1116,Mercedes-Benz,S-Klasse S 320,1
1116,1117,Mercedes-Benz,S-Klasse S 350,1
1117,1118,Mercedes-Benz,S-Klasse S 400,1
1118,1119,Mercedes-Benz,S-Klasse S 420,1
1119,1120,Mercedes-Benz,S-Klasse S 430,1
1120,1121,Mercedes-Benz,S-Klasse S 450,1
1121,1122,Mercedes-Benz,S-Klasse S 500,1
1122,1123,Mercedes-Benz,S-Klasse S 55,1
1123,1124,Mercedes-Benz,S-Klasse S 550,1
1124,1125,Mercedes-Benz,S-Klasse S 600,1
1125,1126,Mercedes-Benz,S-Klasse S 63 AMG,1
1126,1127,Mercedes-Benz,S-Klasse S 65 AMG,1
1127,1128,Mercedes-Benz,SL-Klasse SL 280,1
1128,1129,Mercedes-Benz,SL-Klasse SL 300,1
1129,1130,Mercedes-Benz,SL-Klasse SL 320,1
1130,1131,Mercedes-Benz,SL-Klasse SL 350,1
1131,1132,Mercedes-Benz,SL-Klasse SL 380,1
1132,1133,Mercedes-Benz,SL-Klasse SL 400,1
1133,1134,Mercedes-Benz,SL-Klasse SL 420,1
1134,1135,Mercedes-Benz,SL-Klasse SL 450,1
1135,1136,Mercedes-Benz,SL-Klasse SL 500,1
1136,1137,Mercedes-Benz,SL-Klasse SL 55 AMG,1
1137,1138,Mercedes-Benz,SL-Klasse SL 560,1
1138,1139,Mercedes-Benz,SL-Klasse SL 60 AMG,1
1139,1140,Mercedes-Benz,SL-Klasse SL 600,1
1140,1141,Mercedes-Benz,SL-Klasse SL 63 AMG,1
1141,1142,Mercedes-Benz,SL-Klasse SL 65 AMG,1
1142,1143,Mercedes-Benz,SL-Klasse SL 70 AMG,1
1143,1144,Mercedes-Benz,SL-Klasse SL 73 AMG,1
1144,1145,Mercedes-Benz,SLK-Klasse SLK 200,1
1145,1146,Mercedes-Benz,SLK-Klasse SLK 230,1
1146,1147,Mercedes-Benz,SLK-Klasse SLK 250,1
1147,1148,Mercedes-Benz,SLK-Klasse SLK 280,1
1148,1149,Mercedes-Benz,SLK-Klasse SLK 300,1
1149,1150,Mercedes-Benz,SLK-Klasse SLK 32 AMG,1
1150,1151,Mercedes-Benz,SLK-Klasse SLK 320,1
1151,1152,Mercedes-Benz,SLK-Klasse SLK 350,1
1152,1153,Mercedes-Benz,SLK-Klasse SLK 55 AMG,1
1153,1154,Mercedes-Benz,SLR,1
1154,1155,Mercedes-Benz,SLS AMG,1
1155,1156,Mercedes-Benz,Sprinter,1
1156,1157,Mercedes-Benz,V-Klasse V 200,1
1157,1158,Mercedes-Benz,V-Klasse V 220,1
1158,1159,Mercedes-Benz,V-Klasse V 230,1
1159,1160,Mercedes-Benz,V-Klasse V 250,1
1160,1161,Mercedes-Benz,V-Klasse V 280,1
1161,1162,Mercedes-Benz,Vaneo,1
1162,1163,Mercedes-Benz,Vario,1
1163,1164,Mercedes-Benz,Viano,1
1164,1165,Mercedes-Benz,Vito,1
1165,1166,MG,MGA,1
1166,1167,MG,MGB,1
1167,1168,MG,MGF,1
1168,1169,MG,Midget,1
1169,1170,MG,Montego,1
1170,1171,MG,TD,1
1171,1172,MG,TF,1
1172,1173,MG,ZR,1
1173,1174,MG,ZS,1
1174,1175,MG,ZT,1
1175,1176,Microcar,DUГѓЖ’Г‹вЂ ,1
1176,1177,Microcar,Flex,1
1177,1178,Microcar,M.Go,1
1178,1179,Microcar,M-8,1
1179,1180,Microcar,MC1,1
1180,1181,Microcar,MC2,1
1181,1182,MINI,Cabrio Series Cooper Cabrio,1
1182,1183,MINI,Cabrio Series Cooper D Cabrio,1
1183,1184,MINI,Cabrio Series Cooper S Cabrio,1
1184,1185,MINI,Cabrio Series Cooper SD Cabrio,1
1185,1186,MINI,Cabrio Series John Cooper Works Cabrio,1
1186,1187,MINI,Cabrio Series One Cabrio,1
1187,1188,MINI,Clubman Series Cooper Clubman,1
1188,1189,MINI,Clubman Series Cooper D Clubman,1
1189,1190,MINI,Clubman Series Cooper S Clubman,1
1190,1191,MINI,Clubman Series Cooper SD Clubman,1
1191,1192,MINI,Clubman Series John Cooper Works Clubman,1
1192,1193,MINI,Clubman Series One Clubman,1
1193,1194,MINI,Clubman Series One D Clubman,1
1194,1195,MINI,Clubvan,1
1195,1196,MINI,Countryman Series Cooper Countryman,1
1196,1197,MINI,Countryman Series Cooper D Countryman,1
1197,1198,MINI,Countryman Series Cooper S Countryman,1
1198,1199,MINI,Countryman Series Cooper SD Countryman,1
1199,1200,MINI,Countryman Series John Cooper Works Countryman,1
1200,1201,MINI,Countryman Series One Countryman,1
1201,1202,MINI,Countryman Series One D Countryman,1
1202,1203,MINI,Coupe Series Cooper CoupГѓЖ’Г‚В©,1
1203,1204,MINI,Coupe Series Cooper S CoupГѓЖ’Г‚В©,1
1204,1205,MINI,Coupe Series Cooper SD CoupГѓЖ’Г‚В©,1
1205,1206,MINI,Coupe Series John Cooper Works CoupГѓЖ’Г‚В©,1
1206,1207,MINI,MINI 1000,1
1207,1208,MINI,MINI 1300,1
1208,1209,MINI,MINI Cooper,1
1209,1210,MINI,MINI Cooper D,1
1210,1211,MINI,MINI Cooper S,1
1211,1212,MINI,MINI Cooper SD,1
1212,1213,MINI,MINI John Cooper Works,1
1213,1214,MINI,MINI ONE,1
1214,1215,MINI,MINI One D,1
1215,1216,MINI,Paceman Series Cooper D Paceman,1
1216,1217,MINI,Paceman Series Cooper Paceman,1
1217,1218,MINI,Paceman Series Cooper S Paceman,1
1218,1219,MINI,Paceman Series Cooper SD Paceman,1
1219,1220,MINI,Paceman Series John Cooper Works Paceman,1
1220,1221,MINI,Roadster Series Cooper Roadster,1
1221,1222,MINI,Roadster Series Cooper S Roadster,1
1222,1223,MINI,Roadster Series Cooper SD Roadster,1
1223,1224,MINI,Roadster Series John Cooper Works Roadster,1
1224,1225,Mitsubishi,3000 GT,1
1225,1226,Mitsubishi,ASX,1
1226,1227,Mitsubishi,Canter,1
1227,1228,Mitsubishi,Carisma,1
1228,1229,Mitsubishi,Colt,1
1229,1230,Mitsubishi,Cordia,1
1230,1231,Mitsubishi,Cosmos,1
1231,1232,Mitsubishi,Diamante,1
1232,1233,Mitsubishi,Eclipse,1
1233,1234,Mitsubishi,Galant,1
1234,1235,Mitsubishi,Galloper,1
1235,1236,Mitsubishi,Grandis,1
1236,1237,Mitsubishi,Electric Vehicle (i-MiEV),1
1237,1238,Mitsubishi,L200,1
1238,1239,Mitsubishi,L300,1
1239,1240,Mitsubishi,L400,1
1240,1241,Mitsubishi,Lancer,1
1241,1242,Mitsubishi,Mirage,1
1242,1243,Mitsubishi,Montero,1
1243,1244,Mitsubishi,Outlander,1
1244,1245,Mitsubishi,Pajero,1
1245,1246,Mitsubishi,Pajero Pinin,1
1246,1247,Mitsubishi,Pick-up,1
1247,1248,Mitsubishi,Plug-in Hybrid Outlander,1
1248,1249,Mitsubishi,Santamo,1
1249,1250,Mitsubishi,Sapporo,1
1250,1251,Mitsubishi,Sigma,1
1251,1252,Mitsubishi,Space Gear,1
1252,1253,Mitsubishi,Space Runner,1
1253,1254,Mitsubishi,Space Star,1
1254,1255,Mitsubishi,Space Wagon,1
1255,1256,Mitsubishi,Starion,1
1256,1257,Mitsubishi,Tredia,1
1257,1258,Morgan,4/4,1
1258,1259,Morgan,Aero 8,1
1259,1260,Morgan,Plus 4,1
1260,1261,Morgan,Plus 8,1
1261,1262,Morgan,Roadster,1
1262,1263,Nissan,100 NX,1
1263,1264,Nissan,200 SX,1
1264,1265,Nissan,240 SX,1
1265,1266,Nissan,280 ZX,1
1266,1267,Nissan,300 ZX,1
1267,1268,Nissan,350Z,1
1268,1269,Nissan,370Z,1
1269,1270,Nissan,Almera,1
1270,1271,Nissan,Almera Tino,1
1271,1272,Nissan,Altima,1
1272,1273,Nissan,Armada,1
1273,1274,Nissan,Bluebird,1
1274,1275,Nissan,Cabstar,1
1275,1276,Nissan,Cargo,1
1276,1277,Nissan,Cherry,1
1277,1278,Nissan,Cube,1
1278,1279,Nissan,e-NV200,1
1279,1280,Nissan,Evalia,1
1280,1281,Nissan,Frontier,1
1281,1282,Nissan,GT-R,1
1282,1283,Nissan,Interstar,1
1283,1284,Nissan,Juke,1
1284,1285,Nissan,King Cab,1
1285,1286,Nissan,Kubistar,1
1286,1287,Nissan,Laurel,1
1287,1288,Nissan,Leaf,1
1288,1289,Nissan,Maxima,1
1289,1290,Nissan,Micra,1
1290,1291,Nissan,Murano,1
1291,1292,Nissan,Navara,1
1292,1293,Nissan,Note,1
1293,1294,Nissan,NP 300,1
1294,1295,Nissan,NV200,1
1295,1296,Nissan,NV400,1
1296,1297,Nissan,Pathfinder,1
1297,1298,Nissan,Patrol,1
1298,1299,Nissan,PickUp,1
1299,1300,Nissan,Pixo,1
1300,1301,Nissan,Prairie,1
1301,1302,Nissan,Primastar,1
1302,1303,Nissan,Primera,1
1303,1304,Nissan,Pulsar,1
1304,1305,Nissan,Qashqai,1
1305,1306,Nissan,Qashqai+2,1
1306,1307,Nissan,Quest,1
1307,1308,Nissan,Sentra,1
1308,1309,Nissan,Serena,1
1309,1310,Nissan,Silvia,1
1310,1311,Nissan,Skyline,1
1311,1312,Nissan,Sunny,1
1312,1313,Nissan,Terrano,1
1313,1314,Nissan,Tiida,1
1314,1315,Nissan,Titan,1
1315,1316,Nissan,Trade,1
1316,1317,Nissan,Urvan,1
1317,1318,Nissan,Vanette,1
1318,1319,Nissan,X-Trail,1
1319,1320,NSU,None,1
1320,1321,Oldsmobile,Bravada,1
1321,1322,Oldsmobile,Custom Cruiser,1
1322,1323,Oldsmobile,Cutlass,1
1323,1324,Oldsmobile,Delta 88,1
1324,1325,Oldsmobile,Silhouette,1
1325,1326,Oldsmobile,Supreme,1
1326,1327,Oldsmobile,Toronado,1
1327,1328,Opel,Adam,1
1328,1329,Opel,Agila,1
1329,1330,Opel,Ampera,1
1330,1331,Opel,Antara,1
1331,1332,Opel,Arena,1
1332,1333,Opel,Ascona,1
1333,1334,Opel,Astra,1
1334,1335,Opel,Calibra,1
1335,1336,Opel,Campo,1
1336,1337,Opel,Cascada,1
1337,1338,Opel,Cavalier,1
1338,1339,Opel,Combo,1
1339,1340,Opel,Commodore,1
1340,1341,Opel,Corsa,1
1341,1342,Opel,Diplomat,1
1342,1343,Opel,Frontera,1
1343,1344,Opel,GT,1
1344,1345,Opel,Insignia,1
1345,1346,Opel,Insignia CT,1
1346,1347,Opel,Kadett,1
1347,1348,Opel,Karl,1
1348,1349,Opel,Manta,1
1349,1350,Opel,Meriva,1
1350,1351,Opel,Mokka,1
1351,1352,Opel,Monterey,1
1352,1353,Opel,Monza,1
1353,1354,Opel,Movano,1
1354,1355,Opel,Nova,1
1355,1356,Opel,Omega,1
1356,1357,Opel,Pick Up Sportscap,1
1357,1358,Opel,Rekord,1
1358,1359,Opel,Senator,1
1359,1360,Opel,Signum,1
1360,1361,Opel,Sintra,1
1361,1362,Opel,Speedster,1
1362,1363,Opel,Tigra,1
1363,1364,Opel,Vectra,1
1364,1365,Opel,Vivaro,1
1365,1366,Opel,Zafira,1
1366,1367,Opel,Zafira Tourer,1
1367,1368,Pagani,None,1
1368,1369,Peugeot,1007,1
1369,1370,Peugeot,104,1
1370,1371,Peugeot,106,1
1371,1372,Peugeot,107,1
1372,1373,Peugeot,108,1
1373,1374,Peugeot,2008,1
1374,1375,Peugeot,204,1
1375,1376,Peugeot,205,1
1376,1377,Peugeot,206,1
1377,1378,Peugeot,207,1
1378,1379,Peugeot,208,1
1379,1380,Peugeot,3008,1
1380,1381,Peugeot,301,1
1381,1382,Peugeot,304,1
1382,1383,Peugeot,305,1
1383,1384,Peugeot,306,1
1384,1385,Peugeot,307,1
1385,1386,Peugeot,308,1
1386,1387,Peugeot,309,1
1387,1388,Peugeot,4007,1
1388,1389,Peugeot,4008,1
1389,1390,Peugeot,404,1
1390,1391,Peugeot,405,1
1391,1392,Peugeot,406,1
1392,1393,Peugeot,407,1
1393,1394,Peugeot,5008,1
1394,1395,Peugeot,504,1
1395,1396,Peugeot,505,1
1396,1397,Peugeot,508,1
1397,1398,Peugeot,604,1
1398,1399,Peugeot,605,1
1399,1400,Peugeot,607,1
1400,1401,Peugeot,806,1
1401,1402,Peugeot,807,1
1402,1403,Peugeot,Bipper,1
1403,1404,Peugeot,Bipper Tepee,1
1404,1405,Peugeot,Boxer,1
1405,1406,Peugeot,Expert,1
1406,1407,Peugeot,Expert Tepee,1
1407,1408,Peugeot,iOn,1
1408,1409,Peugeot,J5,1
1409,1410,Peugeot,Partner,1
1410,1411,Peugeot,Partner Tepee,1
1411,1412,Peugeot,RCZ,1
1412,1413,Peugeot,TePee,1
1413,1414,Piaggio,APE,1
1414,1415,Piaggio,APE TM,1
1415,1416,Piaggio,Porter,1
1416,1417,Plymouth,Prowler,1
1417,1418,Pontiac,6000,1
1418,1419,Pontiac,Bonneville,1
1419,1420,Pontiac,Fiero,1
1420,1421,Pontiac,Firebird,1
1421,1422,Pontiac,G6,1
1422,1423,Pontiac,Grand-Am,1
1423,1424,Pontiac,Grand-Prix,1
1424,1425,Pontiac,GTO,1
1425,1426,Pontiac,Montana,1
1426,1427,Pontiac,Solstice,1
1427,1428,Pontiac,Sunbird,1
1428,1429,Pontiac,Sunfire,1
1429,1430,Pontiac,Targa,1
1430,1431,Pontiac,Trans Am,1
1431,1432,Pontiac,Trans Sport,1
1432,1433,Pontiac,Vibe,1
1433,1434,Porsche,356,1
1434,1435,Porsche,911 911,1
1435,1436,Porsche,911 930,1
1436,1437,Porsche,911 964,1
1437,1438,Porsche,911 991,1
1438,1439,Porsche,911 993,1
1439,1440,Porsche,911 996,1
1440,1441,Porsche,911 997,1
1441,1442,Porsche,912,1
1442,1443,Porsche,914,1
1443,1444,Porsche,918,1
1444,1445,Porsche,924,1
1445,1446,Porsche,928,1
1446,1447,Porsche,944,1
1447,1448,Porsche,959,1
1448,1449,Porsche,962,1
1449,1450,Porsche,968,1
1450,1451,Porsche,Boxster,1
1451,1452,Porsche,Carrera GT,1
1452,1453,Porsche,Cayenne,1
1453,1454,Porsche,Cayman,1
1454,1455,Porsche,Macan,1
1455,1456,Porsche,Panamera,1
1456,1457,Proton,300 Serie,1
1457,1458,Proton,400 Serie,1
1458,1459,Renault,Alpine A110,1
1459,1460,Renault,Alpine A310,1
1460,1461,Renault,Alpine V6,1
1461,1462,Renault,Avantime,1
1462,1463,Renault,Captur,1
1463,1464,Renault,Clio,1
1464,1465,Renault,Coupe,1
1465,1466,Renault,Espace,1
1466,1467,Renault,Express,1
1467,1468,Renault,Fluence,1
1468,1469,Renault,Fuego,1
1469,1470,Renault,Grand Espace,1
1470,1471,Renault,Grand Modus,1
